dataset,clf,y_true,y_point,p_max,T,I,F
Digits,LR,1,1,0.99986,0.99992,0.00013,0.0
Digits,LR,0,0,0.99964,0.99973,0.00091,0.0
Digits,LR,0,0,0.99833,0.99886,0.0026,0.0
Digits,LR,1,1,0.65361,0.65624,0.18925,0.05
Digits,LR,0,0,0.96214,0.96736,0.04737,0.0
Digits,LR,1,1,0.99953,0.99954,0.0009,0.0
Digits,LR,0,0,0.95037,0.95237,0.08223,0.0
Digits,LR,0,0,0.99699,0.99769,0.00276,0.0
Digits,LR,0,0,0.87891,0.88944,0.08482,0.0
Digits,LR,0,0,0.99928,0.99957,0.00058,0.0
Digits,LR,1,0,0.95108,0.95935,0.07777,0.0
Digits,LR,0,0,0.94353,0.92463,0.23813,0.0
Digits,LR,1,1,0.99922,0.99959,0.00063,0.0
Digits,LR,1,0,0.80901,0.81467,0.18525,0.0
Digits,LR,0,0,0.92566,0.91847,0.0823,0.0
Digits,LR,1,1,0.99356,0.99567,0.00663,0.0
Digits,LR,0,0,0.999,0.99932,0.00145,0.0
Digits,LR,1,1,0.99572,0.9959,0.00769,0.0
Digits,LR,0,0,0.99989,0.99991,0.00027,0.0
Digits,LR,1,1,0.93991,0.93986,0.07742,0.0
Digits,LR,1,1,0.99976,0.99985,0.00026,0.0
Digits,LR,1,1,0.99997,0.99998,9e-05,0.0
Digits,LR,0,0,0.99921,0.99942,0.00098,0.0
Digits,LR,1,1,0.99263,0.99551,0.01245,0.0
Digits,LR,0,0,0.84141,0.84647,0.13568,0.0
Digits,LR,0,0,0.97332,0.97027,0.04184,0.0
Digits,LR,1,1,0.99999,0.99998,8e-05,0.0
Digits,LR,0,0,0.71476,0.72065,0.2534,0.05
Digits,LR,0,0,0.99476,0.99521,0.00616,0.0
Digits,LR,0,0,0.60241,0.59399,0.32109,0.3
Digits,LR,0,0,0.99624,0.99711,0.00411,0.0
Digits,LR,0,0,0.90245,0.86655,0.20983,0.0
Digits,LR,0,0,0.97389,0.97505,0.02494,0.0
Digits,LR,0,0,0.88109,0.87112,0.21108,0.0
Digits,LR,1,1,0.99936,0.99951,0.0015,0.0
Digits,LR,0,0,0.99896,0.99922,0.00171,0.0
Digits,LR,0,0,0.98852,0.98987,0.02529,0.0
Digits,LR,0,0,0.999,0.99945,0.00084,0.0
Digits,LR,1,1,0.99195,0.9956,0.01162,0.0
Digits,LR,1,1,0.99734,0.99815,0.00281,0.0
Digits,LR,0,0,0.99953,0.99945,0.00174,0.0
Digits,LR,0,0,0.95958,0.9546,0.07046,0.0
Digits,LR,0,0,0.76521,0.72735,0.30434,0.1
Digits,LR,0,0,0.99979,0.99989,0.00012,0.0
Digits,LR,1,1,0.99435,0.99572,0.00534,0.0
Digits,LR,0,0,0.74033,0.71639,0.25451,0.1
Digits,LR,0,0,0.99408,0.99384,0.01314,0.0
Digits,LR,0,0,0.99909,0.99932,0.00104,0.0
Digits,LR,0,0,0.99777,0.99835,0.00218,0.0
Digits,LR,1,1,0.99969,0.99989,0.0003,0.0
Digits,LR,1,1,0.99819,0.99867,0.00434,0.0
Digits,LR,0,0,0.96866,0.97084,0.04752,0.0
Digits,LR,0,0,0.99959,0.99966,0.00076,0.0
Digits,LR,0,0,0.97741,0.96321,0.07866,0.0
Digits,LR,1,0,0.91744,0.88929,0.16461,0.0
Digits,LR,1,1,0.96211,0.95063,0.08044,0.0
Digits,LR,0,0,0.99044,0.99341,0.0094,0.0
Digits,LR,1,1,0.99993,0.99985,0.00052,0.0
Digits,LR,0,0,0.95033,0.95391,0.0632,0.0
Digits,LR,0,0,0.99691,0.99734,0.00357,0.0
Digits,LR,0,0,0.93108,0.87796,0.23874,0.0
Digits,LR,1,0,0.77493,0.76477,0.2645,0.05
Digits,LR,0,0,0.95062,0.96253,0.0468,0.0
Digits,LR,1,1,0.99975,0.99973,0.00064,0.0
Digits,LR,1,1,0.96634,0.97531,0.02931,0.0
Digits,LR,1,1,0.99804,0.9973,0.00655,0.0
Digits,LR,0,0,0.8971,0.89866,0.16992,0.0
Digits,LR,0,0,0.98904,0.99,0.01575,0.0
Digits,LR,1,1,0.97778,0.9812,0.02581,0.0
Digits,LR,0,0,0.99712,0.99748,0.00309,0.0
Digits,LR,1,1,0.9672,0.96857,0.03969,0.0
Digits,LR,0,0,0.99972,0.99976,0.00053,0.0
Digits,LR,1,1,0.98399,0.97485,0.05621,0.0
Digits,LR,1,1,1.0,0.99999,1e-05,0.0
Digits,LR,1,1,0.99994,0.99989,0.0003,0.0
Digits,LR,1,1,0.9996,0.9995,0.00105,0.0
Digits,LR,0,0,0.78134,0.74623,0.22683,0.0
Digits,LR,1,0,0.55664,0.58578,0.33242,0.2
Digits,LR,0,1,0.50604,0.49956,0.3697,0.5
Digits,LR,0,0,0.96985,0.97249,0.04274,0.0
Digits,LR,1,1,0.99893,0.99912,0.00139,0.0
Digits,LR,0,0,0.89327,0.89985,0.15587,0.0
Digits,LR,1,1,0.99999,0.99997,0.00011,0.0
Digits,LR,1,1,0.86632,0.90718,0.2243,0.0
Digits,LR,1,0,0.50363,0.48083,0.3443,0.45
Digits,LR,0,0,0.89874,0.87967,0.18076,0.0
Digits,LR,1,0,0.68035,0.68512,0.32351,0.15
Digits,LR,1,1,0.99996,0.99996,0.00013,0.0
Digits,LR,1,0,0.70183,0.69653,0.24486,0.1
Digits,LR,1,1,0.95596,0.93198,0.17597,0.0
Digits,LR,1,1,0.9925,0.98393,0.0284,0.0
Digits,LR,1,0,0.76889,0.54856,0.54546,0.4
Digits,LR,1,1,0.96381,0.95042,0.13506,0.0
Digits,LR,0,0,0.99736,0.99816,0.00286,0.0
Digits,LR,0,0,0.96076,0.95674,0.06242,0.0
Digits,LR,0,0,0.95047,0.95033,0.06297,0.0
Digits,LR,1,1,0.99983,0.9999,0.00016,0.0
Digits,LR,1,1,0.98924,0.98169,0.04553,0.0
Digits,LR,0,0,0.98524,0.98915,0.01574,0.0
Digits,LR,1,1,0.99046,0.98943,0.01382,0.0
Digits,LR,0,0,0.99905,0.99878,0.00327,0.0
Digits,LR,0,0,0.99996,0.99997,6e-05,0.0
Digits,LR,1,1,0.99793,0.99835,0.00333,0.0
Digits,LR,1,1,0.99953,0.99952,0.00126,0.0
Digits,LR,0,0,0.99566,0.99547,0.00699,0.0
Digits,LR,1,1,0.98559,0.98466,0.02324,0.0
Digits,LR,1,0,0.65085,0.67339,0.43678,0.2
Digits,LR,0,0,0.97452,0.97472,0.04308,0.0
Digits,LR,1,1,0.99513,0.99635,0.00718,0.0
Digits,LR,0,0,0.99822,0.99842,0.00252,0.0
Digits,LR,1,1,0.99986,0.99989,0.00023,0.0
Digits,LR,1,1,0.96893,0.97268,0.02406,0.0
Digits,LR,0,0,0.98916,0.98971,0.02368,0.0
Digits,LR,0,0,0.99055,0.9902,0.02246,0.0
Digits,LR,0,0,0.99954,0.9997,0.00043,0.0
Digits,LR,0,1,0.77825,0.80026,0.17124,0.0
Digits,LR,1,1,0.9981,0.99795,0.00558,0.0
Digits,LR,1,1,0.99983,0.99986,0.00035,0.0
Digits,LR,0,0,0.93333,0.9206,0.12535,0.0
Digits,LR,0,0,0.55072,0.50317,0.22903,0.45
Digits,LR,0,0,0.72025,0.70724,0.25383,0.1
Digits,LR,1,0,0.96668,0.94978,0.1187,0.0
Digits,LR,0,0,0.99955,0.99961,0.00091,0.0
Digits,LR,1,1,0.88595,0.85762,0.16094,0.0
Digits,LR,0,1,0.61472,0.67788,0.21876,0.0
Digits,LR,1,0,0.64171,0.5721,0.36003,0.35
Digits,LR,0,1,0.57572,0.63003,0.37947,0.25
Digits,LR,0,0,1.0,1.0,0.0,0.0
Digits,LR,1,1,0.99816,0.99791,0.00375,0.0
Digits,LR,1,1,0.92821,0.92395,0.10601,0.0
Digits,LR,1,1,0.99696,0.99499,0.01341,0.0
Digits,LR,1,0,0.86705,0.87343,0.141,0.0
Digits,LR,1,0,0.85139,0.85035,0.27648,0.0
Digits,LR,1,1,0.99983,0.99986,0.00039,0.0
Digits,LR,1,0,0.80186,0.76806,0.27449,0.0
Digits,LR,0,0,0.99282,0.99517,0.00573,0.0
Digits,LR,0,0,0.9999,0.99992,0.00018,0.0
Digits,LR,0,0,1.0,1.0,0.0,0.0
Digits,LR,1,1,0.96514,0.95912,0.05964,0.0
Digits,LR,0,0,0.99706,0.99819,0.00296,0.0
Digits,LR,1,1,0.91914,0.90509,0.11636,0.0
Digits,LR,1,1,0.98313,0.97525,0.054,0.0
Digits,LR,0,0,1.0,1.0,0.0,0.0
Digits,LR,1,0,0.58934,0.64153,0.33788,0.25
Digits,LR,0,0,0.99998,0.99999,3e-05,0.0
Digits,LR,0,0,0.64774,0.61715,0.40336,0.25
Digits,LR,0,0,0.99254,0.99204,0.01396,0.0
Digits,LR,1,1,0.76739,0.75968,0.32099,0.05
Digits,LR,1,1,0.99966,0.99965,0.00099,0.0
Digits,LR,1,1,0.7905,0.77568,0.30996,0.1
Digits,LR,1,0,0.50429,0.49469,0.42587,0.5
Digits,LR,0,0,0.99976,0.99974,0.00048,0.0
Digits,LR,0,0,0.99977,0.99873,0.00343,0.0
Digits,LR,1,1,0.94607,0.95017,0.06222,0.0
Digits,LR,0,0,0.99999,0.99971,0.00159,0.0
Digits,LR,0,0,0.9925,0.99329,0.01528,0.0
Digits,LR,1,1,0.97303,0.98011,0.01393,0.0
Digits,LR,1,1,1.0,1.0,1e-05,0.0
Digits,LR,0,0,0.99719,0.99741,0.00754,0.0
Digits,LR,1,1,0.99086,0.99047,0.01665,0.0
Digits,LR,1,1,0.99943,0.99892,0.00309,0.0
Digits,LR,1,0,0.85029,0.86407,0.11957,0.0
Digits,LR,1,1,0.52116,0.54083,0.34434,0.35
Digits,LR,1,1,0.55724,0.56013,0.23783,0.3
Digits,LR,1,1,0.99976,0.99944,0.00197,0.0
Digits,LR,1,1,0.99928,0.99954,0.00052,0.0
Digits,LR,0,0,0.99472,0.99647,0.00781,0.0
Digits,LR,1,1,0.98964,0.99211,0.01333,0.0
Digits,LR,1,1,0.85139,0.8654,0.10752,0.0
Digits,LR,0,0,0.98757,0.9694,0.05826,0.0
Digits,LR,0,1,0.75106,0.72673,0.33654,0.05
Digits,LR,0,1,0.87928,0.83021,0.37319,0.05
Digits,LR,0,0,0.99677,0.99804,0.00205,0.0
Digits,LR,0,0,0.99953,0.99964,0.00078,0.0
Digits,LR,0,0,0.84357,0.84569,0.12483,0.0
Digits,LR,0,0,0.99978,0.99981,0.00063,0.0
Digits,LR,1,1,0.99998,0.99998,7e-05,0.0
Digits,LR,0,0,0.84278,0.85205,0.17812,0.0
Digits,LR,1,1,0.89428,0.87068,0.15307,0.0
Digits,LR,1,1,0.98589,0.99,0.01225,0.0
Digits,LR,1,1,0.98487,0.98686,0.01347,0.0
Digits,LR,0,0,0.99214,0.99347,0.01271,0.0
Digits,LR,1,1,0.9998,0.99983,0.00026,0.0
Digits,LR,1,1,0.87896,0.88431,0.20752,0.0
Digits,LR,0,0,1.0,1.0,1e-05,0.0
Digits,LR,0,0,0.95756,0.95653,0.07621,0.0
Digits,LR,0,0,0.99947,0.99955,0.00103,0.0
Digits,LR,1,1,0.96989,0.97839,0.02567,0.0
Digits,LR,1,1,0.98512,0.98507,0.02441,0.0
Digits,LR,1,1,0.99979,0.9998,0.00038,0.0
Digits,LR,0,0,1.0,1.0,0.0,0.0
Digits,LR,1,1,0.99854,0.99648,0.01077,0.0
Digits,LR,0,0,0.99995,0.99998,4e-05,0.0
Digits,LR,1,1,0.71568,0.69092,0.26418,0.1
Digits,LR,0,0,0.98298,0.98817,0.02223,0.0
Digits,LR,1,1,0.75054,0.71343,0.30604,0.1
Digits,LR,1,1,0.99999,0.99999,1e-05,0.0
Digits,LR,1,1,0.78106,0.7588,0.21691,0.0
Digits,LR,1,1,0.99445,0.99325,0.01649,0.0
Digits,LR,0,0,0.9926,0.99253,0.01447,0.0
Digits,LR,1,1,0.8417,0.84453,0.20529,0.05
Digits,LR,1,1,0.99899,0.99904,0.00178,0.0
Digits,LR,0,0,0.99971,0.99965,0.00106,0.0
Digits,LR,0,1,0.62235,0.64118,0.32415,0.2
Digits,LR,1,1,0.993,0.9896,0.02413,0.0
Digits,LR,1,1,0.99663,0.99543,0.01139,0.0
Digits,LR,0,0,0.97779,0.98422,0.01815,0.0
Digits,LR,1,1,0.98712,0.98747,0.01956,0.0
Digits,LR,1,1,0.99956,0.99951,0.00143,0.0
Digits,LR,0,0,0.99995,0.99996,0.00013,0.0
Digits,LR,1,0,0.75843,0.74823,0.26645,0.05
Digits,LR,0,0,0.93881,0.93286,0.05991,0.0
Digits,LR,0,0,0.99848,0.99904,0.0011,0.0
Digits,LR,0,0,0.95404,0.96339,0.04414,0.0
Digits,LR,1,1,0.99779,0.99793,0.00335,0.0
Digits,LR,0,1,0.67202,0.65081,0.28472,0.1
Digits,LR,0,0,0.80517,0.82618,0.22698,0.0
Digits,LR,0,0,0.93728,0.9353,0.10282,0.0
Digits,LR,0,0,1.0,1.0,1e-05,0.0
Digits,LR,0,0,0.80306,0.84226,0.12716,0.0
Digits,LR,0,0,0.99917,0.99914,0.00288,0.0
Digits,LR,0,0,0.62256,0.5802,0.32455,0.35
Digits,LR,1,1,0.99872,0.99822,0.0029,0.0
Digits,LR,1,1,0.95673,0.95451,0.05319,0.0
Digits,LR,1,1,0.9278,0.92284,0.07942,0.0
Digits,LR,0,0,0.99995,0.99997,8e-05,0.0
Digits,LR,1,1,0.90599,0.91125,0.12421,0.0
Digits,LR,1,1,0.96163,0.92987,0.15596,0.0
Digits,LR,1,1,0.99987,0.99985,0.00022,0.0
Digits,LR,1,1,0.996,0.99728,0.00418,0.0
Digits,LR,0,0,0.9996,0.99966,0.00074,0.0
Digits,LR,1,1,0.97936,0.97026,0.04143,0.0
Digits,LR,0,1,0.85833,0.87969,0.15675,0.0
Digits,LR,0,0,0.98827,0.9862,0.04643,0.0
Digits,LR,1,1,0.97263,0.95777,0.0627,0.0
Digits,LR,1,1,0.99934,0.99925,0.00141,0.0
Digits,LR,1,1,0.95547,0.95283,0.07195,0.0
Digits,LR,0,0,0.99994,0.99992,0.00024,0.0
Digits,LR,0,0,0.95039,0.95335,0.11917,0.0
Digits,LR,0,0,0.99267,0.99267,0.01591,0.0
Digits,LR,0,0,0.99181,0.99311,0.0108,0.0
Digits,LR,0,0,0.92789,0.88834,0.21377,0.0
Digits,LR,1,1,0.97667,0.98053,0.0199,0.0
Digits,LR,0,0,0.93003,0.92391,0.12294,0.0
Digits,LR,0,0,0.63106,0.6999,0.37241,0.1
Digits,LR,0,0,0.97766,0.97747,0.03392,0.0
Digits,LR,0,0,0.98136,0.98248,0.02147,0.0
Digits,LR,1,1,0.99268,0.99381,0.01654,0.0
Digits,LR,1,1,0.99564,0.97025,0.13243,0.0
Digits,LR,0,0,0.97169,0.97823,0.03268,0.0
Digits,LR,1,1,0.99844,0.99827,0.0033,0.0
Digits,LR,0,0,0.99452,0.99625,0.00461,0.0
Digits,LR,1,1,0.87707,0.81034,0.28285,0.05
Digits,LR,0,1,0.57214,0.48742,0.52773,0.5
Digits,LR,0,0,0.97457,0.97947,0.0359,0.0
Digits,LR,0,0,0.99862,0.99915,0.00117,0.0
Digits,LR,0,0,0.76915,0.77705,0.24409,0.0
Digits,LR,1,1,0.98039,0.9839,0.0275,0.0
Digits,LR,0,0,0.81775,0.80801,0.2271,0.05
Digits,LR,1,1,0.962,0.96834,0.02977,0.0
Digits,LR,0,0,0.99338,0.99463,0.00859,0.0
Digits,LR,0,0,0.71639,0.68981,0.32988,0.2
Digits,LR,1,0,0.76453,0.78049,0.48027,0.15
Digits,LR,0,0,0.65316,0.6298,0.43711,0.3
Digits,LR,0,0,0.9999,0.99993,0.00015,0.0
Digits,LR,1,1,0.54232,0.52057,0.41334,0.4
Digits,LR,1,1,0.9995,0.99951,0.00088,0.0
Digits,LR,1,0,0.65361,0.6362,0.22489,0.15
Digits,LR,0,0,0.98434,0.98467,0.02109,0.0
Digits,LR,1,1,0.99991,0.99993,0.00011,0.0
Digits,LR,0,0,0.99998,0.99999,4e-05,0.0
Digits,LR,0,1,0.87855,0.89001,0.23321,0.05
Digits,LR,1,1,0.98863,0.99042,0.00922,0.0
Digits,LR,1,1,0.95697,0.94511,0.10649,0.0
Digits,LR,0,0,0.99662,0.99647,0.00814,0.0
Digits,LR,0,0,0.9733,0.97537,0.03278,0.0
Digits,LR,0,0,0.99845,0.99884,0.00184,0.0
Digits,LR,1,0,0.92066,0.89473,0.20528,0.0
Digits,LR,0,0,0.99993,0.99994,0.00014,0.0
Digits,LR,1,1,0.88189,0.90315,0.08532,0.0
Digits,LR,1,1,0.99914,0.99916,0.00137,0.0
Digits,LR,0,0,0.64423,0.55614,0.39086,0.4
Digits,LR,0,0,0.99132,0.99243,0.01223,0.0
Digits,LR,0,0,0.98843,0.9882,0.02123,0.0
Digits,LR,1,1,0.99991,0.99995,8e-05,0.0
Digits,LR,1,1,0.78976,0.76795,0.35227,0.1
Digits,LR,1,1,0.99682,0.99781,0.00309,0.0
Digits,LR,0,0,0.98737,0.99106,0.01351,0.0
Digits,LR,1,1,0.99048,0.99062,0.00955,0.0
Digits,LR,1,1,0.98846,0.98942,0.01639,0.0
Digits,LR,0,0,0.99981,0.99984,0.00037,0.0
Digits,LR,1,1,0.98708,0.96958,0.08602,0.0
Digits,LR,0,0,0.97918,0.9825,0.01807,0.0
Digits,LR,1,1,0.995,0.99571,0.00639,0.0
Digits,LR,0,0,0.99919,0.99917,0.00172,0.0
Digits,LR,0,0,0.99585,0.9975,0.00327,0.0
Digits,LR,1,1,0.99811,0.99817,0.00388,0.0
Digits,LR,1,1,0.99424,0.99324,0.00911,0.0
Digits,LR,1,1,0.97738,0.97853,0.0351,0.0
Digits,LR,0,0,0.93218,0.91297,0.13883,0.0
Digits,LR,1,1,0.99999,1.0,1e-05,0.0
Digits,LR,0,0,0.9761,0.98082,0.02359,0.0
Digits,LR,0,0,0.97732,0.98358,0.02307,0.0
Digits,LR,0,0,0.99451,0.99458,0.00954,0.0
Digits,LR,0,0,0.99972,0.99981,0.00051,0.0
Digits,LR,0,0,0.99761,0.99866,0.00216,0.0
Digits,LR,1,0,0.72215,0.70854,0.2546,0.1
Digits,LR,0,0,0.99774,0.99826,0.00341,0.0
Digits,LR,1,1,0.90968,0.86418,0.19905,0.0
Digits,LR,1,1,0.9986,0.99659,0.00772,0.0
Digits,LR,0,0,0.98323,0.98957,0.01286,0.0
Digits,LR,1,1,0.99989,0.99985,0.0003,0.0
Digits,LR,1,1,0.99119,0.99457,0.01047,0.0
Digits,LR,1,1,0.99679,0.99723,0.00387,0.0
Digits,LR,0,0,0.99336,0.9944,0.00937,0.0
Digits,LR,0,0,0.97303,0.9831,0.01087,0.0
Digits,LR,0,0,0.99323,0.9959,0.00564,0.0
Digits,LR,0,0,0.81572,0.84956,0.16611,0.0
Digits,LR,1,0,0.69989,0.69028,0.3622,0.25
Digits,LR,1,1,0.97972,0.98531,0.02097,0.0
Digits,LR,1,1,0.9965,0.99434,0.00893,0.0
Digits,LR,1,1,0.99983,0.99982,0.0004,0.0
Digits,LR,1,1,0.99441,0.99462,0.00958,0.0
Digits,LR,1,1,0.99482,0.99558,0.00641,0.0
Digits,LR,0,0,0.9562,0.93648,0.09209,0.0
Digits,LR,0,0,0.99821,0.99897,0.00151,0.0
Digits,LR,1,1,0.98847,0.98031,0.03664,0.0
Digits,LR,1,1,0.9942,0.99078,0.01564,0.0
Digits,LR,1,1,0.99328,0.9914,0.01689,0.0
Digits,LR,0,0,0.99937,0.99965,0.00047,0.0
Digits,LR,0,0,0.99731,0.99876,0.00141,0.0
Digits,LR,1,1,0.77238,0.68062,0.45275,0.2
Digits,LR,0,0,0.62516,0.5809,0.32341,0.25
Digits,LR,1,1,0.99882,0.9991,0.00129,0.0
Digits,LR,1,1,0.99204,0.99447,0.01179,0.0
Digits,LR,0,0,0.99995,0.99996,8e-05,0.0
Digits,LR,1,1,0.99904,0.9988,0.00251,0.0
Digits,LR,1,1,0.98217,0.9843,0.01773,0.0
Digits,LR,0,0,0.9115,0.928,0.08886,0.0
Digits,LR,1,1,0.943,0.93668,0.07839,0.0
Digits,LR,1,1,0.7895,0.66455,0.38945,0.25
Digits,LR,0,0,0.99623,0.99769,0.0028,0.0
Digits,LR,0,0,0.98259,0.98571,0.02285,0.0
Digits,LR,1,1,0.99207,0.99523,0.00278,0.0
Digits,LR,0,0,0.99751,0.99786,0.00303,0.0
Digits,LR,1,1,0.99887,0.99943,0.00143,0.0
Digits,LR,0,0,0.99788,0.99798,0.00445,0.0
Digits,LR,1,1,0.99882,0.99888,0.00254,0.0
Digits,LR,1,1,0.91343,0.92997,0.07117,0.0
Digits,LR,0,0,0.98328,0.98917,0.01928,0.0
Digits,LR,1,1,0.98281,0.99045,0.01082,0.0
Digits,LR,1,1,0.50473,0.49231,0.28013,0.5
Digits,LR,0,0,0.95748,0.96332,0.04969,0.0
Digits,LR,0,0,0.99702,0.99832,0.00181,0.0
Digits,LR,0,0,0.6346,0.62496,0.32512,0.25
Digits,LR,1,1,0.9991,0.99952,0.00086,0.0
Digits,LR,0,0,0.98487,0.99009,0.01516,0.0
Digits,LR,0,0,0.99754,0.99824,0.00383,0.0
Digits,LR,1,1,0.99395,0.99539,0.0074,0.0
Digits,LR,0,0,0.99939,0.99965,0.00045,0.0
Digits,LR,1,1,0.5029,0.58879,0.44609,0.4
Digits,LR,0,0,0.9997,0.99985,0.00039,0.0
Digits,LR,1,1,0.98822,0.98912,0.01063,0.0
Digits,LR,1,1,0.98263,0.98119,0.02698,0.0
Digits,LR,0,0,0.96359,0.96773,0.0388,0.0
Digits,LR,0,0,0.98354,0.9917,0.01409,0.0
Digits,LR,1,0,0.88584,0.90142,0.1851,0.0
Digits,LR,1,1,0.99969,0.99974,0.00066,0.0
Digits,LR,0,0,0.98637,0.99066,0.01032,0.0
Digits,LR,1,1,0.93038,0.94201,0.04949,0.0
Digits,LR,1,1,0.68523,0.63921,0.20096,0.1
Digits,LR,0,0,0.99491,0.99548,0.01,0.0
Digits,LR,1,1,0.95244,0.96062,0.04122,0.0
Digits,LR,0,0,0.9983,0.99904,0.00105,0.0
Digits,LR,1,1,0.97429,0.97304,0.0345,0.0
Digits,LR,1,1,0.9779,0.97912,0.0387,0.0
Digits,LR,1,1,0.62931,0.59678,0.3415,0.2
Digits,LR,1,1,0.99455,0.995,0.01148,0.0
Digits,LR,1,1,0.9439,0.93956,0.07587,0.0
Digits,LR,1,1,0.98393,0.99223,0.01935,0.0
Digits,LR,0,1,0.57015,0.59209,0.30287,0.25
Digits,LR,1,1,0.99459,0.99789,0.00453,0.0
Digits,LR,0,0,0.90197,0.92628,0.08347,0.0
Digits,LR,0,0,0.91199,0.88718,0.23237,0.05
Digits,LR,0,0,0.99916,0.99949,0.00069,0.0
Digits,LR,1,1,0.99798,0.99836,0.00352,0.0
Digits,LR,1,1,0.52944,0.54424,0.30009,0.5
Digits,LR,1,1,0.98778,0.99093,0.01158,0.0
Digits,LR,0,0,0.99816,0.99861,0.0032,0.0
Digits,LR,0,0,0.90236,0.90409,0.14589,0.0
Digits,LR,0,0,0.99611,0.99783,0.00297,0.0
Digits,LR,0,1,0.72834,0.75396,0.23867,0.0
Digits,LR,0,0,0.98351,0.97583,0.04634,0.0
Digits,LR,0,0,0.99948,0.99952,0.001,0.0
Digits,LR,1,1,0.99246,0.99479,0.00822,0.0
Digits,LR,1,1,0.80634,0.6788,0.53375,0.3
Digits,LR,0,0,0.99681,0.99809,0.00292,0.0
Digits,LR,0,0,0.9853,0.9801,0.02666,0.0
Digits,LR,1,1,0.96648,0.97366,0.02779,0.0
Digits,LR,1,1,0.8469,0.90431,0.12662,0.0
Digits,LR,1,1,0.99697,0.99828,0.00261,0.0
Digits,LR,0,0,0.99827,0.99852,0.00517,0.0
Digits,LR,1,0,0.58048,0.56396,0.5351,0.4
Digits,LR,1,1,0.99972,0.99984,0.00049,0.0
Digits,LR,1,1,0.59532,0.57483,0.413,0.5
Digits,LR,1,1,0.99788,0.99865,0.00157,0.0
Digits,LR,0,0,0.98892,0.99395,0.01034,0.0
Digits,LR,1,1,0.99974,0.99986,0.0002,0.0
Digits,LR,0,0,0.99693,0.99704,0.00487,0.0
Digits,LR,0,1,0.86372,0.78549,0.35373,0.1
Digits,LR,0,0,0.9198,0.90107,0.21395,0.0
Digits,LR,0,0,0.9999,0.99992,0.00019,0.0
Digits,LR,0,0,0.99836,0.99902,0.00191,0.0
Digits,LR,0,0,0.98871,0.99035,0.02673,0.0
Digits,LR,0,0,0.9993,0.99949,0.00097,0.0
Digits,LR,1,1,0.99852,0.99924,0.00134,0.0
Digits,LR,0,0,0.97836,0.97325,0.0263,0.0
Digits,LR,0,0,0.63071,0.71397,0.336,0.15
Digits,LR,1,1,0.99963,0.99978,0.00098,0.0
Digits,LR,0,0,0.98769,0.99357,0.00674,0.0
Digits,LR,1,1,0.82098,0.79509,0.21965,0.0
Digits,LR,1,1,0.63008,0.62847,0.36652,0.3
Digits,LR,0,0,0.93166,0.93361,0.10836,0.0
Digits,LR,1,1,0.99946,0.99944,0.00289,0.0
Digits,LR,0,0,0.87142,0.88943,0.10923,0.0
Digits,LR,0,0,0.78777,0.74847,0.2711,0.05
Digits,LR,0,0,0.99352,0.99548,0.00464,0.0
Digits,LR,0,0,0.99636,0.99681,0.00636,0.0
Digits,LR,0,0,0.99261,0.99501,0.00736,0.0
Digits,LR,1,1,0.5762,0.56891,0.29344,0.35
Digits,LR,0,0,0.99976,0.99991,0.0001,0.0
Digits,LR,0,0,0.98969,0.99362,0.0101,0.0
Digits,LR,1,1,0.99518,0.99639,0.00381,0.0
Digits,LR,1,1,0.99916,0.99944,0.00077,0.0
Digits,LR,1,1,0.99714,0.99809,0.01028,0.0
Digits,LR,1,0,0.55923,0.57606,0.41079,0.25
Digits,LR,1,1,0.97846,0.98043,0.02114,0.0
Digits,LR,0,0,0.99009,0.98825,0.01986,0.0
Digits,LR,1,0,0.5438,0.51726,0.35517,0.45
Digits,LR,0,0,0.99999,0.99999,5e-05,0.0
Digits,LR,1,1,0.99806,0.9992,0.00258,0.0
Digits,LR,0,1,0.7742,0.8319,0.29528,0.05
Digits,LR,1,1,0.99932,0.99965,0.00073,0.0
Digits,LR,0,0,0.97817,0.97024,0.0678,0.0
Digits,LR,0,0,1.0,1.0,1e-05,0.0
Digits,LR,1,1,0.98468,0.98769,0.01563,0.0
Digits,LR,0,0,0.82468,0.79897,0.26411,0.0
Digits,LR,1,1,0.98796,0.98975,0.01664,0.0
Digits,LR,0,0,0.99445,0.9956,0.00797,0.0
Digits,LR,0,0,0.98167,0.98593,0.01596,0.0
Digits,LR,1,1,0.99813,0.99872,0.00282,0.0
Digits,LR,0,0,0.89144,0.91267,0.11722,0.0
Digits,LR,1,1,0.85653,0.87313,0.19359,0.0
Digits,LR,1,1,0.88285,0.88066,0.23513,0.0
Digits,LR,1,1,0.99872,0.99928,0.00104,0.0
Digits,LR,0,1,0.80707,0.76094,0.31601,0.15
Digits,LR,1,1,0.78566,0.75395,0.21249,0.0
Digits,LR,0,0,0.9831,0.9833,0.03243,0.0
Digits,LR,1,1,0.99852,0.99903,0.00137,0.0
Digits,LR,1,1,0.99798,0.99833,0.00323,0.0
Digits,LR,0,0,0.99702,0.99847,0.00202,0.0
Digits,LR,1,1,0.98958,0.98464,0.02886,0.0
Digits,LR,1,1,0.99766,0.99874,0.0014,0.0
Digits,LR,0,0,0.99998,0.99999,2e-05,0.0
Digits,LR,1,1,0.91118,0.91264,0.09356,0.0
Digits,LR,1,1,0.54757,0.47879,0.36231,0.55
Digits,LR,0,0,0.9269,0.9431,0.04024,0.0
